t1_saplings_agb_cut,t1_sasa_cut,mng_case,climate,t3_dom,min,median,mean,sd,max,n
<2 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,abiesach,5.775,9.362,9.273,1.3481857716946875,12.487,49
<2 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,betuerma,2.208,3.5380000000000003,4.203587786259542,2.0249465699217826,13.809,262
<2 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,crypjapo,10.851,12.793,12.7501,0.5777410547258947,13.997,20
<2 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,fagucren,3.036,3.5265,3.4981666666666666,0.1988928916601626,3.869,18
<2 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,sasa_spp,2.024,2.024,2.024,NA,2.024,1
<2 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,abiesach,18.014,20.3245,20.764166666666668,1.5234826032561852,23.655,12
<2 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,betuerma,12.34,15.12,15.905206896551723,2.5712126596492015,22.485,203
<2 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,crypjapo,17.57,18.3675,18.33065,0.5385710406153248,19.803,20
<2 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,fagucren,12.896,15.125,15.123121739130434,0.9291521804975031,17.756,115
<2 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,abiesach,17.784,21.11,20.950176470588236,1.8811039871146626,24.131,34
<2 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,betuerma,8.903,12.9985,13.542599173553718,2.7400327194035117,23.857,242
<2 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,crypjapo,16.382,18.265,18.1523125,1.1942791811381457,20.043,16
<2 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,fagucren,12.171,13.466000000000001,13.91606896551724,1.4380337436207447,18.88,58
<2 kg/m2,<5 kg/m2,SL,Current,abiesach,6.659,14.888,13.676166666666667,3.479487629905683,15.645,6
<2 kg/m2,<5 kg/m2,SL,Current,sasa_spp,0.652,1.6195,1.8584156976744186,0.8360287626617655,5.645,344
<2 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,abiesach,2.566,4.105,5.216909090909091,2.8190061894405085,10.694,22
<2 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,betuerma,1.368,1.958,1.8276666666666668,0.4103295423599589,2.157,3
<2 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,crypjapo,4.676,5.083,5.345578947368421,0.6405822278546875,6.889,19
<2 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,fagucren,1.564,1.874,1.9269508196721312,0.2861270362519364,2.895,61
<2 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,sasa_spp,0.676,1.505,1.631795918367347,0.5233576410783312,3.589,245
<2 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,abiesach,5.142,9.943,10.561728813559322,2.7532310349998776,15.833,59
<2 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,acermono,6.446,6.446,6.446,NA,6.446,1
<2 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,betuerma,2.123,3.406,3.1066000000000003,0.703879464112997,3.706,5
<2 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,crypjapo,10.976,12.27,12.16857894736842,0.5666422853371988,13.115,19
<2 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,fagucren,2.109,3.638,3.718953846153846,0.8522739092536016,11.373,260
<2 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,sasa_spp,1.436,2.2634999999999996,2.1719999999999997,0.38700594310682107,2.543,6
<2 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,abiesach,11.296,20.7135,19.061,4.199343338688857,23.804,22
<2 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,acermono,20.535,21.6845,21.61325,0.8362648603562546,22.549,4
<2 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,betuerma,9.301,16.5475,16.331833333333332,2.9153534749765715,22.654,24
<2 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,crypjapo,17.424,18.843,18.637923076923077,0.7116412323564052,19.834,13
<2 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,fagucren,9.604,14.762,14.997034843205576,1.915214955939159,22.659,287
<2 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,abiesach,9.73,20.5915,19.53934090909091,3.7845888778177055,23.802,44
<2 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,acermono,22.331,22.331,22.331,NA,22.331,1
<2 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,betuerma,4.053,13.959,14.119181818181818,4.845011043608156,22.841,44
<2 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,crypjapo,14.985,18.244500000000002,18.0704375,1.658409437533446,20.206,16
<2 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,fagucren,4.166,12.11,11.413481632653061,3.6503510953794986,24.43,245
<3 kg/m2,<2 kg/m2,CL,Current,abiesach,8.217,11.302,11.39136936936937,1.4821267209221405,15.357,111
<3 kg/m2,<2 kg/m2,CL,Current,betuerma,12.35,14.046,14.321942857142858,1.3466645930039225,17.544,35
<3 kg/m2,<2 kg/m2,CL,Current,crypjapo,7.829,10.185,10.153291079812206,1.015963191914803,12.308,213
<3 kg/m2,<2 kg/m2,CL,Current,sasa_spp,5.476,7.512,7.415081967213115,0.6464961277296244,8.33,61
<3 kg/m2,<2 kg/m2,CL,RCP2.6 MIROC5,abiesach,8.11,9.5755,9.736333333333333,0.945961699135797,12.238,24
<3 kg/m2,<2 kg/m2,CL,RCP2.6 MIROC5,betuerma,12.464,13.025,13.0822,0.4713222888852167,13.623,5
<3 kg/m2,<2 kg/m2,CL,RCP2.6 MIROC5,crypjapo,4.517,7.73,7.815731457800512,1.0795819665833493,11.149,391
<3 kg/m2,<2 kg/m2,CL,RCP8.5 CSIRO,abiesach,13.966,18.948,18.887440963855422,0.9705019746806145,21.141,415
<3 kg/m2,<2 kg/m2,CL,RCP8.5 CSIRO,betuerma,16.234,17.8,17.9888,1.3720279516103153,19.967,5
<3 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,abiesach,16.141,22.3475,22.155092307692307,1.3756262418639416,25.393,130
<3 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,betuerma,18.896,21.064999999999998,21.027585714285713,1.0078939822050133,24.409,280
<3 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,crypjapo,15.832,21.1845,19.6569,2.928648738468534,22.597,10
<3 kg/m2,<2 kg/m2,CL,RCP8.5 HadGEM2,abiesach,15.359,22.159,22.074925531914893,1.1478508125070304,24.295,376
<3 kg/m2,<2 kg/m2,CL,RCP8.5 HadGEM2,betuerma,18.783,20.682,20.915395348837208,1.1818972266079508,24.27,43
<3 kg/m2,<2 kg/m2,CL,RCP8.5 HadGEM2,crypjapo,21.613,21.613,21.613,NA,21.613,1
<3 kg/m2,<2 kg/m2,SL,Current,abiesach,11.729,14.646,14.518780952380952,0.7997073298893818,16.379,420
<3 kg/m2,<2 kg/m2,SL,RCP2.6 MIROC5,abiesach,6.232,10.796,10.600795238095237,1.4898605374261233,13.875,420
<3 kg/m2,<2 kg/m2,SL,RCP8.5 CSIRO,abiesach,4.951,11.3925,10.985285714285714,1.9582638490307505,14.768,420
<3 kg/m2,<2 kg/m2,SL,RCP8.5 GFDL,abiesach,7.125,10.510000000000002,10.33604761904762,1.3171328330411425,15.202,420
<3 kg/m2,<2 kg/m2,SL,RCP8.5 HadGEM2,abiesach,6.611,12.126999999999999,11.935119047619049,1.4387270063085869,14.885,420
<3 kg/m2,<3 kg/m2,CL,Current,abiesach,8.719,10.056000000000001,10.16920588235294,0.6128715708764698,11.409,34
<3 kg/m2,<3 kg/m2,CL,Current,crypjapo,7.618,9.01,9.02352,0.6136224490678286,10.136,25
<3 kg/m2,<3 kg/m2,CL,Current,sasa_spp,2.386,7.134,6.1113278688524595,1.9534277541568776,8.265,61
<3 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,abiesach,8.356,8.356,8.440333333333333,0.14606961810497537,8.609,3
<3 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,crypjapo,3.616,6.502,6.447711711711712,1.1420746862012086,8.321,111
<3 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,sasa_spp,2.101,2.3725,2.4785,0.3679884509057315,3.054,6
<3 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,abiesach,8.208,18.5,17.85689719626168,2.460267786984033,19.892,107
<3 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,betuerma,16.054,17.040999999999997,17.040999999999997,1.395828786062245,18.028,2
<3 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,crypjapo,9.147,10.053,10.027636363636363,0.561959299723258,10.903,11
<3 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,abiesach,20.286,22.085,22.100864864864864,0.766268380680836,23.924,37
<3 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,betuerma,16.931,20.229,20.162077922077923,1.425334501517689,24.004,77
<3 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,crypjapo,18.504,20.272,19.8948,1.031988226677029,20.803,5
<3 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,fagucren,16.887,16.887,16.887,NA,16.887,1
<3 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,abiesach,14.926,21.726,21.489808080808082,1.539052151168266,23.884,99
<3 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,betuerma,16.267,19.007,19.316235294117647,1.343753722293066,21.497,17
<3 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,crypjapo,17.959,18.4075,18.46725,0.5527424807267842,19.095,4
<3 kg/m2,<3 kg/m2,SL,Current,abiesach,10.114,14.5305,14.41418,0.8127763291411242,15.652,100
<3 kg/m2,<3 kg/m2,SL,Current,sasa_spp,2.323,3.3289999999999997,3.52085,0.7825248121171285,5.218,20
<3 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,abiesach,4.728,10.766,10.47952427184466,1.6427717720344897,12.998,103
<3 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,crypjapo,3.036,3.9905,3.8716,0.4413129904677127,4.558,10
<3 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,fagucren,4.5,4.5,4.5,NA,4.5,1
<3 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,sasa_spp,2.122,2.6109999999999998,2.611666666666667,0.31163675435780464,3.03,6
<3 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,abiesach,6.476,11.261,11.069,1.8978165377904974,15.447,109
<3 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,crypjapo,6.198,7.047499999999999,7.415,0.9426702027279269,9.025,10
<3 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,fagucren,7.055,7.055,7.055,NA,7.055,1
<3 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,abiesach,8.068,10.568000000000001,10.573441176470588,1.7980094030169076,20.027,102
<3 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,crypjapo,18.538,18.844,19.034666666666666,0.614596886856201,19.722,3
<3 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,fagucren,14.39,18.17,17.732933333333335,1.8147603724800168,20.38,15
<3 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,abiesach,7.976,12.1855,12.3735,2.1479857675967424,20.221,110
<3 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,betuerma,17.914,17.9835,17.9835,0.09828784258492965,18.053,2
<3 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,crypjapo,17.506,17.5825,17.62025,0.1419961853947722,17.81,4
<3 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,fagucren,17.426,18.028,18.293999999999997,0.9760973312124158,19.694,4
<3 kg/m2,<5 kg/m2,CL,Current,sasa_spp,3.243,3.4955,3.4886,0.1822026954307269,3.826,10
<3 kg/m2,<5 kg/m2,CL,RCP2.6 MIROC5,crypjapo,3.522,3.9795,3.9677,0.3128915502569896,4.455,10
<3 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,crypjapo,8.271,8.4755,8.477,0.16034338152851854,8.768,10
<3 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,betuerma,16.579,18.0335,17.86175,0.9325403923334,18.801,4
<3 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,crypjapo,17.646,18.096,18.0275,0.26767455364054726,18.272,4
<3 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,fagucren,17.235,17.3975,17.3975,0.22980970388562744,17.56,2
<3 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,betuerma,16.003,16.634999999999998,16.6785,0.7784062778095588,17.441,4
<3 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,crypjapo,16.917,16.917,16.917,NA,16.917,1
<3 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,fagucren,16.441,16.847,16.8686,0.48073204594659685,17.617,5
<3 kg/m2,<5 kg/m2,SL,Current,sasa_spp,2.039,2.7584999999999997,2.7229,0.35947691936417214,3.156,10
<3 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,crypjapo,2.128,3.165,3.1072,0.5063204518879323,3.965,10
<3 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,crypjapo,5,6.3925,6.4763,0.7517878025081279,7.558,10
<3 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,crypjapo,18.43,18.43,18.43,NA,18.43,1
<3 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,fagucren,17.361,18.229,18.10488888888889,0.49554173498415943,18.997,9
<3 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,betuerma,16.825,17.205,17.205,0.5374011537017772,17.585,2
<3 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,crypjapo,17.736,18.3085,18.41375,0.7936986728811715,19.302,4
<3 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,fagucren,15.877,17.3985,17.299,1.22167016825328,18.522,4
<4 kg/m2,<2 kg/m2,CL,Current,betuerma,11.729,16.707,16.171777777777777,2.0051849234208867,19.489,135
<4 kg/m2,<2 kg/m2,CL,Current,crypjapo,8.552,11.815,12.464619047619047,2.140396782823461,15.358,42
<4 kg/m2,<2 kg/m2,CL,Current,sasa_spp,6.854,7.03,7.049666666666667,0.20620459096085433,7.265,3
<4 kg/m2,<2 kg/m2,CL,RCP2.6 MIROC5,betuerma,12.537,13.561,13.66235294117647,0.6310523621530673,14.823,34
<4 kg/m2,<2 kg/m2,CL,RCP2.6 MIROC5,crypjapo,6.572,11.739,10.916767123287672,1.8390747037801596,13.81,146
<4 kg/m2,<2 kg/m2,CL,RCP8.5 CSIRO,abiesach,17.783,19.671,19.60855,0.7828277226159592,21.356,180
<4 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,abiesach,21.402,23.0055,23.00474,0.7086522076650654,24.177,50
<4 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,betuerma,19.262,21.622,21.692296875,1.0551571764797754,24.25,128
<4 kg/m2,<2 kg/m2,CL,RCP8.5 GFDL,crypjapo,22.861,22.8765,22.8765,0.02192031021678213,22.892,2
<4 kg/m2,<2 kg/m2,CL,RCP8.5 HadGEM2,abiesach,20.786,22.7285,22.71088888888889,0.664250644903457,24.548,162
<4 kg/m2,<2 kg/m2,CL,RCP8.5 HadGEM2,betuerma,20.504,21.689500000000002,21.949277777777777,1.022492042572549,24.501,18
<4 kg/m2,<2 kg/m2,SL,Current,abiesach,10.811,14.083,14.028566666666666,0.9573631098085754,16.067,180
<4 kg/m2,<2 kg/m2,SL,RCP2.6 MIROC5,abiesach,6.401,10.378,10.153611111111111,1.411731356646703,12.695,180
<4 kg/m2,<2 kg/m2,SL,RCP8.5 CSIRO,abiesach,5.76,10.512,10.225766666666667,2.1240665070230222,14.344,180
<4 kg/m2,<2 kg/m2,SL,RCP8.5 GFDL,abiesach,7.113,10.1475,9.761866666666666,1.3850169085146609,13.62,180
<4 kg/m2,<2 kg/m2,SL,RCP8.5 HadGEM2,abiesach,7.377,11.565,11.493155555555555,1.3861653138580785,14.66,180
<4 kg/m2,<3 kg/m2,CL,Current,abiesach,11.811,12.365,12.333666666666666,0.5077256477009341,12.825,3
<4 kg/m2,<3 kg/m2,CL,Current,betuerma,12.539,12.539,12.539,NA,12.539,1
<4 kg/m2,<3 kg/m2,CL,Current,crypjapo,7.635,9.798,9.797844444444445,0.8851973792597293,11.806,180
<4 kg/m2,<3 kg/m2,CL,Current,sasa_spp,2.574,7.4645,6.51739393939394,1.794533330198543,8.116,66
<4 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,crypjapo,4.683,7.473,7.3276875,0.7967046448066469,8.958,240
<4 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,sasa_spp,1.816,2.3310000000000004,2.2606,0.26102328546617354,2.687,10
<4 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,abiesach,7.732,18.852,18.450142857142858,2.077842141852847,20.606,231
<4 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,betuerma,16.357,17.407,17.506315789473685,0.6256969494208995,18.601,19
<4 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,abiesach,21.075,22.72,22.84206557377049,0.7119779928446398,24.88,61
<4 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,betuerma,16.547,21.321,21.18071276595745,1.150774462516211,23.753,188
<4 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,fagucren,16.731,16.731,16.731,NA,16.731,1
<4 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,abiesach,20.223,22.44,22.425285714285714,0.7609348851714578,24.166,217
<4 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,betuerma,15.391,20.828,19.971454545454545,2.2466529423081387,23.211,33
<4 kg/m2,<3 kg/m2,SL,Current,abiesach,12.757,14.8855,14.810375,0.6041547511930377,16.31,240
<4 kg/m2,<3 kg/m2,SL,Current,sasa_spp,2.078,2.9925,2.9724,0.5475779396579085,3.957,10
<4 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,abiesach,7.702,11.0235,10.923529166666667,1.303429351541369,14.137,240
<4 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,sasa_spp,2.337,2.8705,2.8382,0.3510675148742759,3.533,10
<4 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,abiesach,5.85,11.0765,10.710192,1.9644434150311985,14.725,250
<4 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,abiesach,8.359,10.711500000000001,10.515904166666667,1.2188133621264772,14.823,240
<4 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,acermono,21.911,21.911,21.911,NA,21.911,1
<4 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,betuerma,20.836,21.868000000000002,21.69725,0.5985568059925478,22.217,4
<4 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,fagucren,15.735,16.282,16.3588,0.5195230504992059,16.889,5
<4 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,abiesach,8.159,12.484,12.355629629629629,1.2967163307463365,16.868,243
<4 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,betuerma,15.591,18.396,17.5828,1.4461682820474253,18.824,5
<4 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,fagucren,13.707,14.073,14.073,0.5176021638285523,14.439,2
<4 kg/m2,<5 kg/m2,CL,Current,sasa_spp,1.697,2.334,2.349,0.3574808686189674,2.938,15
<4 kg/m2,<5 kg/m2,CL,RCP2.6 MIROC5,sasa_spp,1.375,2.189,2.1692,0.3009305093016849,2.632,15
<4 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,abiesach,6.899,9.736,9.084222222222222,1.6071861107054293,11.035,9
<4 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,betuerma,3.727,8.669,7.884166666666666,2.1056185235380758,9.245,6
<4 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,betuerma,18.932,20.709,20.629533333333335,1.0251998318562558,21.931,15
<4 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,abiesach,18.605,19.748,19.735,1.123556407128721,20.852,3
<4 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,betuerma,15.875,18.293,18.196083333333334,1.0302501424705581,19.673,12
<4 kg/m2,<5 kg/m2,SL,Current,sasa_spp,1.99,3.238,3.5370666666666666,1.0470490141799658,5.342,15
<4 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,abiesach,3.317,3.317,3.317,NA,3.317,1
<4 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,sasa_spp,2.477,2.968,2.9399285714285712,0.28845915969715163,3.596,14
<4 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,abiesach,8.889,11.844,11.4824,1.313128586892497,13.482,15
<4 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,abiesach,20.359,21.104,21.569666666666667,1.498774944190531,23.246,3
<4 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,acermono,19.513,20.552,20.552,1.4693678913056454,21.591,2
<4 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,betuerma,18.775,20.492,20.5355,0.9229752915917571,21.639,10
<4 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,abiesach,16.675,19.132,19.171181818181818,1.844988445393728,21.841,11
<4 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,betuerma,15.649,18.295,17.8375,1.5094772825937688,19.111,4
<6 kg/m2,<5 kg/m2,CL,Current,sasa_spp,2.334,3.023,3.0748,0.31257849299930135,3.576,15
<6 kg/m2,<5 kg/m2,CL,RCP2.6 MIROC5,betuerma,3.11,3.531,3.53775,0.38315390728357024,3.979,4
<6 kg/m2,<5 kg/m2,CL,RCP2.6 MIROC5,crypjapo,3.058,3.151,3.228111111111111,0.23826584125952907,3.766,9
<6 kg/m2,<5 kg/m2,CL,RCP2.6 MIROC5,sasa_spp,2.308,2.589,2.589,0.3973940110268399,2.87,2
<6 kg/m2,<5 kg/m2,CL,RCP8.5 CSIRO,abiesach,5.981,9.46,9.058933333333334,1.1707929221970323,10.5,15
<6 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,abiesach,19.16,20.570999999999998,20.3825,0.7675710969603327,21.328,10
<6 kg/m2,<5 kg/m2,CL,RCP8.5 GFDL,betuerma,18.813,19.7,19.6066,0.5208779127588352,20.242,5
<6 kg/m2,<5 kg/m2,CL,RCP8.5 HadGEM2,abiesach,19.955,21.026,21.212666666666667,0.7635274030695272,22.398,15
<6 kg/m2,<5 kg/m2,SL,Current,sasa_spp,2.432,3.142,3.1418,0.3728335898417492,3.917,15
<6 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,abiesach,2.81,2.81,2.81,NA,2.81,1
<6 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,crypjapo,3.422,3.859,3.859,0.6180113267570426,4.296,2
<6 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,fagucren,3.04,3.2889999999999997,3.301125,0.18400111606804373,3.562,8
<6 kg/m2,<5 kg/m2,SL,RCP2.6 MIROC5,sasa_spp,2.919,2.9705,2.9715,0.05335728628781636,3.026,4
<6 kg/m2,<5 kg/m2,SL,RCP8.5 CSIRO,abiesach,5.555,9.846,9.411466666666666,1.5585516567206448,11.363,15
<6 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,abiesach,19.081,20.799500000000002,20.6595,1.3475712720792663,21.958,4
<6 kg/m2,<5 kg/m2,SL,RCP8.5 GFDL,fagucren,18.136,19.756,19.745727272727272,1.0793984520008442,21.422,11
<6 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,abiesach,20.886,21.9345,22.00358333333333,0.8299264434364959,23.596,12
<6 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,betuerma,22.654,22.654,22.654,NA,22.654,1
<6 kg/m2,<5 kg/m2,SL,RCP8.5 HadGEM2,fagucren,19.415,20.198,20.198,1.1073292193381352,20.981,2
<20 kg/m2,<3 kg/m2,CL,Current,sasa_spp,3.458,3.96,4.2093,0.8154963110482678,6.217,10
<20 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,crypjapo,4.072,4.072,4.072,NA,4.072,1
<20 kg/m2,<3 kg/m2,CL,RCP2.6 MIROC5,sasa_spp,3.323,3.494,3.5524444444444443,0.23726625924850292,3.979,9
<20 kg/m2,<3 kg/m2,CL,RCP8.5 CSIRO,abiesach,8.736,13.965499999999999,13.2806,1.9203877617698868,14.993,10
<20 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,abiesach,20.603,21.7775,21.714166666666667,0.8230964504033941,22.914,6
<20 kg/m2,<3 kg/m2,CL,RCP8.5 GFDL,betuerma,18.927,19.930500000000002,19.791,0.6347823774071455,20.376,4
<20 kg/m2,<3 kg/m2,CL,RCP8.5 HadGEM2,abiesach,17.873,21.432499999999997,20.9532,1.7247403540501067,23.057,10
<20 kg/m2,<3 kg/m2,SL,Current,abiesach,6.785,6.9755,6.9755,0.2694076836320748,7.166,2
<20 kg/m2,<3 kg/m2,SL,Current,sasa_spp,4.768,5.7605,5.885,0.8285901968317719,6.889,8
<20 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,abiesach,3.833,4.449,4.570857142857143,0.6463604331360403,5.697,7
<20 kg/m2,<3 kg/m2,SL,RCP2.6 MIROC5,sasa_spp,2.974,3.582,3.4926666666666666,0.48027214507332533,3.922,3
<20 kg/m2,<3 kg/m2,SL,RCP8.5 CSIRO,abiesach,11.349,14.7455,14.734,1.4934384635613365,17.388,10
<20 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,abiesach,20.227,20.7715,20.7715,0.7700392847121493,21.316,2
<20 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,crypjapo,18.95,18.95,18.95,NA,18.95,1
<20 kg/m2,<3 kg/m2,SL,RCP8.5 GFDL,fagucren,18.292,19.487,19.445999999999998,0.7717426168527077,20.493,7
<20 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,abiesach,18.312,20.585,20.753777777777778,1.6169590886736884,22.915,9
<20 kg/m2,<3 kg/m2,SL,RCP8.5 HadGEM2,fagucren,18.874,18.874,18.874,NA,18.874,1
